filename,width,height,class,xmin,ymin,xmax,ymax
IMG20240422121222_jpg.rf.33f8d2bf6e71e450826c9fb197727e4e.jpg,640,640,Danger,229,202,521,568
IMG20240417214218_jpg.rf.3407dad4db449f68c16b30f821b1e3b2.jpg,640,640,Water,149,82,258,361
IMG20240422121207_jpg.rf.342f896fdaf0289130ca80ea8446a33c.jpg,640,640,Please,192,230,494,590
IMG20240417212001_jpg.rf.347fb00ad054ea9adb6c5150a6ea106a.jpg,640,640,Hello,167,200,339,438
IMG20240417214740_01_jpg.rf.348de35875eb46988a0ac5f15e8c81cb.jpg,640,640,Danger,318,241,515,555
IMG20240422121128_jpg.rf.34b2831e4811c8330f1f6e39d5d1d520.jpg,640,640,No,191,338,465,640
IMG20240417213138_jpg.rf.344276d4e33fc8157ad0afc3aff54d7a.jpg,640,640,No,399,289,552,444
IMG20240417214336_jpg.rf.3475ee18989bfbf00006c919683499bd.jpg,640,640,I,226,79,351,346
Please-004bb162-b3d8-11ee-8c7b-d480484cd0f9_jpg.rf.34e25c0d8ba30259b28ac650dc62be36.jpg,640,640,Please,279,345,458,561
IMG20240417211818_jpg.rf.355003239b1ddd8069cdab642300f591.jpg,640,640,Okay,184,149,374,491
IMG_20240418_155034_jpg.rf.3507635ec27c4bf2f566f2ec62f98040.jpg,640,640,Yes,354,187,637,498
IMG20240417211842_jpg.rf.35acf7402f0f92129f5e829e0ef113e2.jpg,640,640,Thanks,128,102,385,552
IMG20240417215548_jpg.rf.35c9f79b887fa09f82a333a1743bc857.jpg,640,640,Want,137,102,321,379
IMG20240417215132_jpg.rf.350721923e9eedd77e7036d03d8d6fff.jpg,640,640,Please,250,334,442,567
IMG20240417215448_jpg.rf.369358183e0529536d9430103231763d.jpg,640,640,Okay,124,45,348,547
IMG_20240418_155212_jpg.rf.350b09bf1da40e88e492d1c3be7195b6.jpg,640,640,Thanks,293,114,606,480
IMG_20240418_155117_jpg.rf.35340b75444c9e169130e025b3636182.jpg,640,640,Thanks,1,274,370,640
IMG20240417213749_jpg.rf.35e4419346e56bd465a9f97f43c52ec7.jpg,640,640,Okay,447,216,596,568
IMG20240422121145_jpg.rf.364833c4fb4f8738e2ef69bb03970a12.jpg,640,640,Yes,259,98,450,518
IMG_20240418_155222_jpg.rf.36fa29a5828978929ba538f58b3e7c92.jpg,640,640,Please,75,412,584,640
IMG20240417213218_jpg.rf.36cb35de32837e9cf9604865bae03c98.jpg,640,640,Yes,217,113,326,365
IMG20240417214512_jpg.rf.36d0c0e10802c5ae523205c903e42725.jpg,640,640,Want,323,172,478,363
IMG20240422121316_jpg.rf.366f640b719f9293c3f7b02f8491fae2.jpg,640,640,Help,242,282,548,640
I-f59abca1-b3d7-11ee-bfca-d480484cd0f9_jpg.rf.370bfda3efe70dde6697c50fc58ce643.jpg,640,640,I,210,256,408,640
IMG20240417211722_jpg.rf.36fb01cd4b48946d7a38a74b18130201.jpg,640,640,Please,223,298,393,538
IMG20240419153715_jpg.rf.3745c7f648a28b8c22f7e3962f55fc77.jpg,640,640,I,219,157,477,640
IMG20240417212052_jpg.rf.3733a44752bc00cd40641c0787c94c5c.jpg,640,640,Help,284,160,463,394
IMG_20240418_155040_jpg.rf.374cd6a3158c49962a6df6ae44f93c80.jpg,640,640,Yes,334,200,640,511
IMG20240417213221_jpg.rf.37e195b17455dd2e1f84377aa08917e7.jpg,640,640,Yes,202,170,375,396
IMG20240419153807_jpg.rf.3776b82ddd9fd6ae63c78f10f1d47acb.jpg,640,640,Please,193,257,552,640
IMG20240417215902_jpg.rf.377580b90e98c85ddf29f93dd583554b.jpg,640,640,Please,236,319,482,611
IMG20240417212005_jpg.rf.37f483f4ec324742ceea5a16ebb9c591.jpg,640,640,Hello,255,229,374,474
IMG20240417213543_jpg.rf.38a2610fee22ed4a692176276165c184.jpg,640,640,Home,231,163,415,388
IMG20240422121023_jpg.rf.371167fea70e75c8c863cd80da0a4e36.jpg,640,640,Hello,168,181,434,568
IMG20240422121037_jpg.rf.3883d1cd60213e34d396233072eef2c8.jpg,640,640,Want,184,146,424,551
IMG_20240417_210802_jpg.rf.37cb3ee90863ce9709ac28e4e5006a03.jpg,640,640,Hello,221,252,422,640
IMG20240417215755_jpg.rf.38d194f9481cf24311091902aa8edcc0.jpg,640,640,Home,160,233,324,441
IMG20240417213248_jpg.rf.37feb164fd65cd5a60530b69867ef377.jpg,640,640,Yes,217,109,352,408
IMG20240422121114_jpg.rf.39086fb8c6df2a47f8be666e7ba3f2e0.jpg,640,640,Home,120,122,370,505
Help-2db44246-b3d8-11ee-86df-d480484cd0f9_jpg.rf.3782665940107b31e8c10541a855f0be.jpg,640,640,Help,227,272,493,612
IMG20240417213050_jpg.rf.3872b0322283089ddcdbd060a678a47a.jpg,640,640,Thanks,175,273,300,505
IMG20240417213106_01_jpg.rf.3951577bc763b4a005ea38302600337e.jpg,640,640,Thanks,170,216,343,515
Please-02b441a3-b3d8-11ee-996a-d480484cd0f9_jpg.rf.391313d107ee0b5b0e62fdc117e1c9e9.jpg,640,640,Please,291,408,475,640
IMG20240417215828_jpg.rf.39163751edafa872b8e0a289c948c2ea.jpg,640,640,Danger,130,118,491,587
IMG20240417213543_01_jpg.rf.38373a06b9aa71cbba3f45ded429c87a.jpg,640,640,Home,251,203,361,424
IMG20240417214342_jpg.rf.3877cb1a6e4514a3cf3e1cece6ae4d2b.jpg,640,640,I,346,140,489,414
IMG20240417212801_jpg.rf.391f278d3addc2c59f8c197ef2b8e77f.jpg,640,640,Water,171,299,315,530
IMG20240417214928_jpg.rf.391234bd6b56e663d70528869bce925b.jpg,640,640,No,167,170,347,388
IMG20240419153618_jpg.rf.391bcf25953d22e0238d0be169a63580.jpg,640,640,Want,195,211,426,540
IMG20240417214534_jpg.rf.3942c732d10e578d6730e7c8a9714f04.jpg,640,640,Thanks,297,231,407,417
IMG20240417213052_jpg.rf.381508483e32ce7a0642eebe8edf71a4.jpg,640,640,Thanks,189,270,301,488
IMG20240417213254_jpg.rf.39cb95aa8637eef5d84bd018ca50af5d.jpg,640,640,Yes,183,41,342,321
IMG20240417214458_jpg.rf.386746e51ee0132cf0ab11e3367ca223.jpg,640,640,Want,285,216,418,419
IMG20240422121152_jpg.rf.39cd4a33a9da7b7437e2a036bc5021b9.jpg,640,640,Yes,154,137,394,576
IMG_20240417_210756_jpg.rf.39e1b43f905bbed70d6d1c93e401e046.jpg,640,640,Hello,151,194,366,597
IMG_20240417_210947_1_jpg.rf.39e5410c4f670a53786d13e5cdf7e38b.jpg,640,640,Home,180,282,312,454
IMG20240417212932_jpg.rf.3a1252fb61ca1acfa00f780daa7354f2.jpg,640,640,Danger,235,270,465,619
IMG20240422121147_jpg.rf.3a2fb31b74170ededb92899701f594f4.jpg,640,640,Yes,250,126,454,503
IMG20240417214138_jpg.rf.3b4097263393765dd0fefea0572712b2.jpg,640,640,Hello,203,28,401,388
IMG20240417215332_jpg.rf.3a63e7eaa259138b83e87c811cb692e9.jpg,640,640,Hello,113,0,386,498
IMG20240417214334_jpg.rf.3a85d060987e61541fe0e6de853a52f6.jpg,640,640,I,253,96,390,353
I-f4664e9c-b3d7-11ee-b47d-d480484cd0f9_jpg.rf.3b6dcd3356f4cffadb398a99f569b92d.jpg,640,640,I,265,256,468,640
IMG20240417214339_jpg.rf.3ad5024c3cf3b2e789bbc98f62e63978.jpg,640,640,I,258,81,386,360
IMG20240417215900_jpg.rf.3a674fdfd94e641222272d70abe6d928.jpg,640,640,Please,202,325,428,635
IMG20240422120856_jpg.rf.3c30234183bf94f7b731f80eb449c7cc.jpg,640,640,Thanks,263,154,506,582
IMG20240417215729_jpg.rf.3b3707dbc504f738123c140b9d76df16.jpg,640,640,Yes,324,92,553,508
IMG20240417215552_jpg.rf.3b84f155c25d93e2fd9e12e2c27372a4.jpg,640,640,Want,247,162,423,419
IMG_20240417_210907_jpg.rf.3b0e9f15fb66e4310cb3226640256a10.jpg,640,640,I,97,178,323,616
IMG20240419153613_jpg.rf.3b4bb3b0d073277fb6c82b9a7aa2b026.jpg,640,640,Want,198,178,501,613
IMG20240417214939_jpg.rf.3c050ba0a54d264b70d5ab8b1756edc8.jpg,640,640,No,211,192,351,400
IMG20240417212151_jpg.rf.3c88f39a9d985ed0c81cf2b6504b147a.jpg,640,640,I,172,91,311,378
IMG20240417214932_jpg.rf.3b6b02247aa7eda553852fd14b6f6cd4.jpg,640,640,No,198,170,353,427
IMG20240417215853_jpg.rf.3cd0eee6a4bdaa811c630f24bc89ca56.jpg,640,640,Danger,181,170,559,640
IMG20240419153710_jpg.rf.3ba18036013946daa25550352bf5056a.jpg,640,640,Thanks,144,144,422,586
IMG20240417214608_jpg.rf.3cad6b427bebedb599069d739a25c3e0.jpg,640,640,Help,200,242,377,534
IMG20240417214953_jpg.rf.3c29839cfd3c983cfaab321e1544bb3a.jpg,640,640,No,308,209,433,359
IMG20240417214900_jpg.rf.3d0a14255aa7201d32824be3e2a7da9a.jpg,640,640,Home,187,143,333,355
IMG20240417215642_jpg.rf.3cc7244f705380f6802c812378ed9344.jpg,640,640,No,132,185,411,509
IMG20240417215912_jpg.rf.3d3d469c573627f9e9c611fcf00bc7ad.jpg,640,640,Please,200,251,494,636
IMG20240417215133_jpg.rf.3d3e9ef89e8c02e54ec55dbba75b3eb4.jpg,640,640,Please,241,334,454,538
IMG20240419153533_jpg.rf.3c67591ec93eb21efe5ee252cee56e1f.jpg,640,640,Danger,133,294,557,622
IMG_20240417_210810_jpg.rf.3d1cd4666966001633f97ddb98aba643.jpg,640,640,Hello,178,304,376,640
IMG20240417212151_jpg.rf.3d2659e7360c35cc6769f47d8f98945b.jpg,640,640,I,172,91,311,378
IMG20240419153802_jpg.rf.3d63f730b051648728e132d1dbc96add.jpg,640,640,Please,175,192,482,579
IMG20240417214723_jpg.rf.3e26f87e5e78513704fcc77dd0eafbbc.jpg,640,640,Danger,230,211,483,469
IMG20240419153532_jpg.rf.3bbb840c4fd38777cc5858c9c5627ada.jpg,640,640,Danger,163,320,502,563
IMG20240417212940_jpg.rf.3d8d3d23195f594d82e6024e32fc95fe.jpg,640,640,Danger,238,255,471,629
IMG20240417214854_jpg.rf.3d5770fb8f7695448c01f75c338ef125.jpg,640,640,Home,143,186,320,432
IMG20240417214622_jpg.rf.3ebd2bacef39b489eeff08063d267807.jpg,640,640,Help,292,305,422,511
IMG20240417215529_jpg.rf.3ec87f428758a03b5c1b52826d3b78de.jpg,640,640,Want,215,154,427,482
IMG_20240417_211028_1_jpg.rf.3e49f4d1a7e44386353c02f77f98f1fa.jpg,640,640,No,177,207,364,440
IMG_20240417_210801_jpg.rf.3e51b9201ba4b28ba1eb9fe153bb625c.jpg,640,640,Hello,139,241,376,640
IMG20240417215108_jpg.rf.3f2f24dfd2f595d5b09c8cdec943a0b8.jpg,640,640,Please,244,334,430,561
IMG20240419153624_jpg.rf.3fcddce6091d2a7dce1b7bedc94f380f.jpg,640,640,Help,269,52,634,607
IMG_20240417_210841_jpg.rf.3d95a1c33c2888b1223eaeae06be8530.jpg,640,640,Want,49,227,277,533
IMG20240417215104_jpg.rf.3efdf8ed5984d9459d6f46ce1e27a962.jpg,640,640,Please,182,375,388,617
IMG20240417214329_jpg.rf.3d7134a3d02446c70877b4bcacd13491.jpg,640,640,I,231,81,338,345
IMG20240417215418_jpg.rf.3fa480c9f34cdeb14cec25d64e21024d.jpg,640,640,Water,166,55,399,578
IMG20240417211640_jpg.rf.3da27a9ef906f1d13874bbd9d3b836d0.jpg,640,640,Hello,154,258,319,514
IMG20240417214228_jpg.rf.40300ee2724001f6ed81dd5fdb6b807c.jpg,640,640,Water,284,160,419,439
IMG20240417215524_jpg.rf.3fd2cdba923f0946fbd7cecd5a927d22.jpg,640,640,Want,241,281,422,570
IMG20240417212853_jpg.rf.3e6edbdb920a9ffb93f4a48514503d3a.jpg,640,640,Water,244,300,331,538
IMG20240417215359_jpg.rf.403054ddf3cd24f05d186188ac761283.jpg,640,640,Water,197,126,413,582
IMG20240417215617_jpg.rf.3e832940f080d945106c7e40225856a3.jpg,640,640,Thanks,233,138,431,489
IMG20240417215356_jpg.rf.3ff3120fe574ffc148c7be509e9be019.jpg,640,640,Water,176,57,407,550
IMG20240417215614_jpg.rf.403712ada4528682ddece9ae13bafa1c.jpg,640,640,Thanks,264,161,461,513
IMG20240417214539_jpg.rf.402d5584fdc4b7e77ac29e4fadcdec81.jpg,640,640,Thanks,249,212,388,415
IMG20240417215613_jpg.rf.3dd027f123dc5d71f15968a03f91c63b.jpg,640,640,Thanks,337,181,539,506
IMG20240417214858_jpg.rf.4058e98ed7110bb93d5b14487a3b3d3a.jpg,640,640,Home,111,156,305,399
IMG_20240418_155050_1_jpg.rf.3f7f090727c07e804eea22010c90ca4c.jpg,640,640,Please,128,368,598,634
IMG_20240418_155222_jpg.rf.3f087145a9e50f651a0884ed34b708d8.jpg,640,640,Please,75,412,584,640
IMG20240417214223_jpg.rf.404327a3e4f085672b5b9a1c7183dbf1.jpg,640,640,Water,209,79,321,382
IMG_20240418_155152_jpg.rf.40b62acbb899cb131acd47f0049f09a6.jpg,640,640,Yes,342,82,640,406
IMG20240422121253_jpg.rf.40f71560d0c5cf3e8d4fa03654fd2072.jpg,640,640,Help,202,273,580,640
IMG20240417215701_jpg.rf.410450c4b71cb58068bce2a53f95d3a9.jpg,640,640,Yes,221,67,485,465
IMG20240422121139_jpg.rf.40dabb30b2439a5c01ff3b47d75bfff1.jpg,640,640,Yes,208,130,471,550
IMG20240417215600_jpg.rf.4067a20140144a2778f62dfab1df4aa6.jpg,640,640,Thanks,151,104,351,453
IMG20240417212652_jpg.rf.414311825096d2089560ce9e01bce94a.jpg,640,640,Want,237,259,396,477
IMG20240417215832_jpg.rf.4137197012ab178570fac5788ba5b5b0.jpg,640,640,Danger,196,110,526,532
IMG20240417215444_jpg.rf.415f29a589054fe97dde514b6eee06df.jpg,640,640,Okay,232,77,450,587
IMG20240417215358_jpg.rf.41bee3a845f44309c176c37f3f8ec496.jpg,640,640,Water,153,91,341,562
IMG20240417214535_jpg.rf.417b4cde89d24ac161324f223b1f1e1a.jpg,640,640,Thanks,290,192,412,395
IMG20240417215540_jpg.rf.41667e8c377339008c6255d0d697e81e.jpg,640,640,Want,263,189,447,451
IMG20240422121125_jpg.rf.419cfdaebab77910664e7e86e5696171.jpg,640,640,No,210,377,436,640
IMG20240417214301_jpg.rf.41c0c78147be5bdfc91bce9ebca8e726.jpg,640,640,Okay,143,74,263,387
IMG20240417215915_jpg.rf.418707a2a944aa5d6655b956373f1404.jpg,640,640,Please,218,303,505,640
IMG20240417214324_jpg.rf.428821a96a897447a10425a452d6a690.jpg,640,640,Okay,354,32,465,296
IMG20240417214258_jpg.rf.422b9bf9139c9114e77c52129cb29dd4.jpg,640,640,Okay,133,87,296,413
IMG20240419153700_jpg.rf.445af5bbe44f1e5f89ba732f290febfe.jpg,640,640,Yes,193,124,435,553
IMG20240417212013_jpg.rf.41f0e01fc1b6c24fd9aff4d5fc908e9d.jpg,640,640,Hello,128,248,278,493
IMG20240417215720_jpg.rf.425fe472fa03876d586a8677950bf935.jpg,640,640,Yes,240,67,454,432
IMG20240417214423_jpg.rf.41dc866ea3c04e00abad1fe657007182.jpg,640,640,Help,241,209,492,520
IMG20240417214911_jpg.rf.43dd4c1610474d4628f02d2f52830fec.jpg,640,640,Home,90,135,251,360
IMG20240417215828_jpg.rf.42e79ff2201ea96a219d84aaf3c3e6d7.jpg,640,640,Danger,130,118,491,587
I-ee6687bb-b3d7-11ee-858b-d480484cd0f9_jpg.rf.424fb05af923f08c8f3715d57969d23c.jpg,640,640,I,221,290,347,622
IMG20240417214314_jpg.rf.4389e1a240907a5bb4473dc75610df64.jpg,640,640,Okay,272,131,422,393
IMG20240417214127_jpg.rf.41ec737d5e92b06ac4c192180fe66fff.jpg,640,640,Hello,445,103,630,418
IMG20240417211454_jpg.rf.43017e91caa10c7cdd8adddae308469e.jpg,640,640,Hello,238,164,464,550
IMG_20240417_210916_1_jpg.rf.42c072c9cdb2e5e97614ad95e28ecb16.jpg,640,640,I,79,248,277,630
IMG20240417215559_jpg.rf.42ff2353463eada2b61aa0c6749f9555.jpg,640,640,Thanks,127,129,317,441
IMG20240417215725_jpg.rf.448a416ec7a119869b63cbaaacbdf3f0.jpg,640,640,Yes,357,46,595,535
IMG20240417214419_jpg.rf.42a8a60feeb530d2cf976e650feea4c2.jpg,640,640,Help,302,264,493,536
IMG20240417212929_jpg.rf.44aa9dc85ce26eb5067cc3c5c400dfd4.jpg,640,640,Danger,224,275,474,640
IMG20240417214224_jpg.rf.44d5ab66bce166b596d41b620d8215d1.jpg,640,640,Water,161,65,338,351
IMG20240417214432_jpg.rf.43c8bec7e52caec6e1d2b36d7dca9ba3.jpg,640,640,Help,266,306,442,534
IMG20240417213258_jpg.rf.4470bf1f8ecb1e439485a94203909e6e.jpg,640,640,Yes,188,320,287,520
IMG20240417211500_jpg.rf.44d8a45a69d233161fd6a4a67d67af4c.jpg,640,640,I,173,168,327,515
IMG_20240417_210958_jpg.rf.441c23687318c8eec9a82e6e411a9468.jpg,640,640,Home,203,240,311,466
IMG20240417211548_jpg.rf.44fb79a14dca5290dd35c83538afbf03.jpg,640,640,Danger,213,207,544,556
IMG20240417215517_jpg.rf.4506a2b0d58e348422acd0a59459689a.jpg,640,640,I,352,141,575,546
IMG20240417214454_jpg.rf.452ad9edcc91e9d55b5be8fe96a7363a.jpg,640,640,Want,287,163,404,394
IMG20240417215345_jpg.rf.4643e34f4f966177e7c13e878acc9217.jpg,640,640,Hello,175,0,453,539
IMG20240422120927_jpg.rf.458453f1ab6e13c2b9ee8a37031287b3.jpg,640,640,Okay,142,137,420,611
Home-20a0cc2b-b3d8-11ee-b431-d480484cd0f9_jpg.rf.452aa2e08a7cff44ac5ad6472e005378.jpg,640,640,Home,416,177,588,368
IMG20240417211736_jpg.rf.453ac57ddae46caf88b158a57cf07fb2.jpg,640,640,Help,136,272,356,599
IMG20240417214856_jpg.rf.458859325a83d12560d0ae508c92f2dc.jpg,640,640,Home,154,163,315,435
IMG20240417214258_jpg.rf.4480834123ac8ec992d2d3c9a7270c2f.jpg,640,640,Okay,133,87,296,413
Yes-c0cc123c-b3d7-11ee-99e5-d480484cd0f9_jpg.rf.4545093fa41eb790b8f28129e4af8f02.jpg,640,640,No,209,192,409,455
IMG20240417212815_jpg.rf.456d1bd90c8a0640eb770beedb2c0aa9.jpg,640,640,Water,422,171,527,398
IMG20240417213710_jpg.rf.45c29a2779f8b49ac2010b676732fe53.jpg,640,640,Home,193,270,355,493
IMG_20240417_210824_jpg.rf.4646ac1a8a86fbfb182bf8a156869ae8.jpg,640,640,Hello,411,246,606,635
Home-27da7450-b3d8-11ee-b8db-d480484cd0f9_jpg.rf.4628e36410d8b02cb7b2e6facf5f8abf.jpg,640,640,Home,233,190,381,387
IMG20240417214940_jpg.rf.458eb16c306fc2ba1c6f9db77202c260.jpg,640,640,No,185,218,358,395
IMG20240419153712_jpg.rf.464e6d2d506c7063fe1254f5e80a7b47.jpg,640,640,Thanks,226,128,484,528
IMG20240417215709_jpg.rf.46660dec0bb33311b5aba5d8b20763f3.jpg,640,640,Yes,206,144,472,561
IMG_20240418_155148_jpg.rf.464fb0ebad85cce3b1c892ba3138a3d6.jpg,640,640,Yes,421,267,640,523
Home-1e38676c-b3d8-11ee-9d14-d480484cd0f9_jpg.rf.464cd16d110d7d51ab2fbc1468b04a12.jpg,640,640,Home,269,211,407,399
IMG20240417213135_jpg.rf.4705f0893e25141233606c7ab5602958.jpg,640,640,No,202,303,354,514
IMG20240417214419_jpg.rf.476114de2192daf818203b9e5d154e95.jpg,640,640,Help,302,264,493,536
IMG20240417212104_jpg.rf.46bcbeb1800c81a618f9b703a149f561.jpg,640,640,Help,407,107,556,327
IMG20240417214338_jpg.rf.46c0338568e8554e7f36af1092558b92.jpg,640,640,I,226,65,376,311
IMG20240422120909_jpg.rf.46e092857fecb663c37cec2f0839afbe.jpg,640,640,I,219,69,435,493
IMG20240417215604_jpg.rf.47b81707259c3722b0f5fa6e03295d9a.jpg,640,640,Thanks,236,98,438,471
IMG20240417214247_jpg.rf.42bc5cf72d466c2c24a98cb98770ad72.jpg,640,640,Water,342,111,572,412
IMG_20240417_210824_jpg.rf.47b9fd5ccb38263394c37c1a6cd158a3.jpg,640,640,Hello,411,246,606,635
IMG20240417215919_jpg.rf.47afffbb9ba58664fa67c2319e4dcc08.jpg,640,640,Please,302,342,490,590
IMG20240419153710_jpg.rf.4702073ef8cbc1c301a30a11604a0f8c.jpg,640,640,Thanks,144,144,422,586
IMG20240417213249_jpg.rf.47bc29463258c7de522ddd76fbbe9a1d.jpg,640,640,Yes,218,85,375,400
IMG20240417215120_jpg.rf.470ec3a7682868b442eac4654453e421.jpg,640,640,Please,176,300,386,508
IMG_20240418_155034_jpg.rf.49fbc0d0a9e4da3225ed899a0fadd985.jpg,640,640,Yes,354,187,637,498
Please-fb7c546c-b3d7-11ee-bd0a-d480484cd0f9_jpg.rf.47fd8ec1a8099ae9ffc38f0b5c686087.jpg,640,640,Please,294,383,455,616
IMG_20240418_155211_1_jpg.rf.47eab99a8f235128f3bc72972290f8cd.jpg,640,640,Thanks,275,87,585,441
IMG20240419153647_jpg.rf.4a2332d1ef1c895c96300818effd44d2.jpg,640,640,Okay,128,170,374,616
IMG20240417213050_jpg.rf.493c79b8f2ff7c682bd3718a6c418eed.jpg,640,640,Thanks,174,273,300,505
IMG20240417213552_jpg.rf.4b5e11c72478733dd5b0c92a7c2c90c8.jpg,640,640,Home,238,207,357,426
IMG20240417213127_jpg.rf.49c27f3e0f20012e2b7653167d7d4797.jpg,640,640,No,408,242,587,408
IMG20240417214403_jpg.rf.480ce3b1f33d09f548bdf3d0ca888498.jpg,640,640,Help,375,202,634,492
IMG20240417214408_jpg.rf.47d4e64903b38d6ca0a4b9787208ab7e.jpg,640,640,Help,248,150,453,438
IMG20240417214559_jpg.rf.482ec6827e4560a638ef1cc390cfb595.jpg,640,640,Thanks,406,116,519,336
IMG20240417215353_jpg.rf.48bcb6b7509eefe69bd3a42c6590819c.jpg,640,640,Water,193,152,393,562
IMG20240417215005_jpg.rf.494b6632a93f01a9317af05b33b8ecea.jpg,640,640,Yes,306,210,412,466
IMG20240419153649_jpg.rf.483e015a95b61cfd5499cd53807e29b7.jpg,640,640,Okay,143,106,341,537
IMG20240417215534_jpg.rf.4bf455f64d73ed525008b2d44368d09a.jpg,640,640,Want,213,115,447,471
